song,start,instrument,set
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,1675800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,1764000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,1852200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,1940400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2028600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2116800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2205000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2293200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2381400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2469600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2557800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2646000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2734200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2822400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2910600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,2998800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3087000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3175200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3263400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3351600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3439800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3528000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3616200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #31 for Solo Viola.wav,3704400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,0,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,88200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,176400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,264600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,352800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,441000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,529200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,617400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,705600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,793800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,882000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,970200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1058400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1146600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1234800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1323000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1411200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1499400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1587600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1675800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1764000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1852200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,1940400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2028600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2116800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2205000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2293200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2381400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2469600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2557800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2646000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2734200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #9 for Solo Viola.wav,2822400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,0,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,88200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,176400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,264600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,352800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,441000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,529200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,617400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,705600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,793800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,882000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,970200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1058400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1146600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1234800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1323000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1411200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1499400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1587600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1675800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1764000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1852200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,1940400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2028600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2116800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2205000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2293200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2381400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2469600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2557800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2646000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2734200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2822400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2910600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,2998800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3087000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3175200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3263400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3351600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3439800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3528000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3616200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3704400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3792600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3880800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,3969000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4057200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4145400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4233600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4321800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4410000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4498200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4586400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4674600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4762800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4851000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,4939200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5027400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5115600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5203800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5292000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5380200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5468400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5556600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5644800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5733000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5821200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5909400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,5997600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6085800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6174000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6262200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6350400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6438600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6526800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6615000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6703200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6791400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6879600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,6967800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7056000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7144200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7232400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7320600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7408800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7497000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7585200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7673400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7761600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7849800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,7938000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8026200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8114400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8202600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8290800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8379000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8467200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8555400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8643600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8731800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8820000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8908200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,8996400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,9084600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #17 for solo viola.wav,9172800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,0,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,88200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,176400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,264600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,352800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,441000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,529200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,617400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,705600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,793800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,882000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,970200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1058400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1146600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1234800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1323000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1411200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1499400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1587600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1675800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1764000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1852200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,1940400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2028600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2116800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2205000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2293200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2381400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2469600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2557800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2646000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2734200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2822400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2910600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,2998800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3087000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3175200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3263400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3351600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3439800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3528000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3616200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3704400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3792600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3880800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,3969000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4057200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4145400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4233600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4321800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4410000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4498200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4586400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4674600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4762800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4851000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,4939200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5027400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5115600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5203800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5292000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5380200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5468400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5556600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5644800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5733000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5821200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5909400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,5997600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6085800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6174000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6262200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6350400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6438600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6526800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6615000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6703200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6791400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6879600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,6967800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7056000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7144200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7232400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7320600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7408800,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7497000,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7585200,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7673400,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7761600,viola,train
data/train/viola_solo_train_Campagnoli Caprice #24 for Solo Viola.wav,7849800,viola,train
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,0,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,88200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,176400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,264600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,352800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,441000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,529200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,617400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,705600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,793800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,882000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,970200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1058400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1146600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1234800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1323000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1411200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1499400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1587600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1675800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1764000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1852200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,1940400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2028600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2116800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2205000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2293200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2381400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2469600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2557800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2646000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2734200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2822400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2910600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,2998800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3087000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3175200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3263400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3351600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3439800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3528000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3616200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3704400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3792600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3880800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,3969000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4057200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4145400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4233600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4321800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4410000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4498200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4586400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4674600,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4762800,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4851000,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,4939200,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,5027400,viola,test
data/test/viola_solo_test_Suzuki Viola Book 2 Beethoven Minuet in G.wav,5115600,viola,test
